Timestamp,Email address,First Name,Last Name,Mobile Number,Nationality,LinkedIn Profile,Please upload your current CV or Resume,"In addition to your data skills, do you have any particular domain expertise?",I'm interested in becoming a,Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQL,BigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQLBigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],What is your highest educational attainment? ,Please list your last degree and the institution in which you obtained it,What is your current job title?,Where are you currently working?,"Do you have other commitments which are similar to mentoring or being an instructor in the field of Data Literacy, Data Analytics, or Data Science?",Which industry does your current company belong to? ,How many years of relevant data related experience do you have? ,Why are you interested in applying to this role?,What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Monday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Tuesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Wednesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Thursday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Friday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Saturday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Sunday],How did you learn about this role?,Do you have any questions for us?,Did you have prior Eskwelabs Interactions?,What is your previous interaction with Eskwelabs?,Average Mentor CSAT,Average Instructor CSAT,Red Flags?,Pool Status
23/02/2023 22:36:48,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,44.0416341,56.73003681,39.48012569,60.09222888,56.25596669,41.89342459,38.73810037,56.13390908,39.15773352,64.43075872,47.14033509,54.22261506,45.61955981,23.03648994,33.90731783,27.09501102,52.51045926,52.06583778,66.03528983,21.51371321,40.37081042,86.27293396,46.67469739,41.03757294,70.67162698,85.89323186,54.8489864,42.15747176,75.61179712,67.32047569,50.67434928,57.77886361,33.59954084,38.79699553,75.48651676,66.1816138,59.11204475,56.47052723,58.01186168,19.31743859,65.1429328,55.46072422,45.65750146,71.96266374,20.21260596,38.82094907,29.76937644,71.26188487,51.27528212,72.34039672,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",â˜€ï¸ Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.07,,No,Active
27/02/2023 09:53:04,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,7.825922021,35.75075029,43.26400174,64.93988195,75.01926491,-13.98858597,45.10423449,64.14926423,30.94769881,62.56689284,72.7866573,14.62965811,51.69309188,84.0308985,40.22733444,56.20876583,2.618713284,35.76349472,48.44926019,66.63999926,69.75318869,36.35104142,63.94486683,34.56231164,56.03678876,69.8585257,67.84064079,56.37584495,53.43607154,70.82877133,43.07076773,44.94259177,64.25360508,35.72650066,-12.70259421,49.38548811,67.23974436,62.15485154,50.95838389,72.46083415,53.82147936,24.68929398,62.95256551,44.98287891,35.25103619,57.3843748,34.68838507,33.18099712,25.93863601,35.14134337,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,3.02,,No,Inactive
27/02/2023 12:39:11,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,27.2018279,23.53576252,48.31103574,17.7411369,94.58147115,88.3020319,49.23112172,29.36997614,44.74880032,14.66416705,39.83370542,52.71543936,33.99781483,26.80995498,39.67097322,64.30953987,25.61459844,17.01113794,63.0976654,9.290089166,48.58120327,23.61871,33.95487954,66.26250219,44.54551384,53.68653869,59.29180788,48.47934474,46.84924052,61.40191228,14.27952854,25.47085885,62.13449684,44.08597716,50.17876955,65.56166579,14.85662213,47.79383501,41.11445539,29.13934929,51.21575018,65.81263821,75.37015937,34.65404934,21.08881238,51.41415661,44.41601538,45.90845077,79.17110584,72.17097862,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.46,,No,Active
27/02/2023 23:43:21,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,49.15504327,71.36341819,44.3949429,92.15712812,62.04992239,72.07509613,56.24125521,58.64130411,35.61732744,73.01446839,78.18490945,79.41022796,59.15770716,89.66244555,48.24673039,5.113812268,31.51270533,29.35799222,62.08884081,45.69936048,39.46500844,40.59619067,48.84217313,65.68043291,51.71399493,35.99804279,91.34944749,70.69944386,37.61771761,53.36313379,56.27198224,45.67253173,65.79574579,45.43251106,50.88791929,68.5565825,63.39876295,44.45522224,42.92235451,35.76731172,14.42260727,60.69431888,58.92039165,78.30892675,63.46481218,71.48827979,69.10634332,49.53323875,101.9623173,38.79196059,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),â˜€ï¸ Morning Shift (7am to 12nn),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.59,9.5,No,Active
44988.40856,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,31.92117495,66.81254945,72.69644455,71.81528216,31.31073408,26.74939995,65.15999254,58.08313607,39.8791546,49.51150988,39.23097979,38.26958595,33.55383901,66.84877768,48.64324645,52.46646059,71.42483644,56.25119355,40.96368645,78.10951225,24.89415743,58.58949802,29.34619227,50.93623881,91.29071018,-4.018691553,39.5127382,83.64684972,41.37062596,64.72724862,84.9118858,55.40981046,36.94651148,56.36720678,45.72798706,46.87295716,31.38217078,36.55505544,69.44693305,76.3241605,56.31669476,57.93618243,34.38264484,67.30017248,40.94410014,80.05609076,41.25629252,86.08479584,26.48509114,11.7178126,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),Not available for the whole day,ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.48,,No,Active
45080.48832,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,21.37208962,51.83748446,68.76725394,20.6658245,97.74354124,33.49367307,54.35254097,63.5593213,58.52974454,18.01634044,63.50029158,55.29691204,54.34590258,34.12058236,58.98608206,61.8758355,43.97130756,61.78714168,65.45766026,52.08531646,41.27682236,49.71972463,59.28853114,54.4424006,38.00574711,52.34215933,38.99761878,62.88210381,61.24740978,30.92867267,42.40151198,59.73905933,68.07363318,47.87862751,76.88297203,59.29081656,75.44745296,76.95722882,45.43187276,86.84104908,41.34365382,65.55494443,47.37413018,78.00739884,59.46162096,31.23786299,33.34095418,37.11342973,54.77196199,58.07951801,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.83,,No,Active
45110.93733,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,60.22704368,70.85982164,42.13562479,56.91744869,32.02940998,72.67004325,64.81589254,48.83773799,31.53730378,11.14075189,13.13345978,54.14068711,70.04685219,40.68842391,32.1768595,38.97054307,45.06223427,73.34490945,92.21212551,39.26426426,58.98146193,32.37358317,41.37807744,53.24863818,45.82366829,31.37418459,43.70359343,49.56529399,55.84351954,39.29570696,31.482698,49.03437783,54.52905025,74.10778238,1.635981987,46.64774566,36.67769499,53.43819894,59.85724061,26.11722494,33.69654368,55.14084385,46.85952415,53.03300218,13.96854698,49.23700406,20.26848553,57.30750919,54.29482977,91.83619494,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,Yes,redacted,9.59,5.44,No,Inactive
45202.44931,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,50.04517791,46.82020215,41.1122877,32.02493343,36.77618867,56.65348598,66.76871972,73.06269912,45.65374963,42.37853667,52.6628267,87.96977941,32.01429447,66.07238617,39.57031703,49.41823632,20.24439958,38.09581893,49.89554084,40.43308126,57.20372323,57.61384885,43.14663713,68.83054409,31.13088694,60.36501134,13.16332053,50.26179553,44.06816747,30.31082888,41.72768662,83.18308179,40.10780148,13.09003184,88.1284387,21.43597656,43.33338672,45.56241508,63.81121974,30.13045719,27.94515856,46.61191455,55.42870148,68.94024863,51.78616308,45.14629792,49.22037269,39.68119966,8.963974832,61.72632643,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.51,,No,Active
13/03/2023 11:50:52,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,66.35280526,42.19445192,42.6245652,62.57340738,79.80692767,64.5369327,65.09465905,8.914665169,60.49770851,41.32128949,46.1606875,11.65837822,55.91709533,56.22840362,62.32073898,62.2510222,73.18809216,28.36743905,46.81555694,35.62043678,56.66635944,56.4075167,37.01843483,71.67278011,37.69389299,42.19029507,17.28037215,69.98267838,81.99527613,52.89774704,31.38451778,51.16602667,52.35297353,40.76770085,44.06566363,44.77407952,48.18100034,40.14914913,50.2135865,36.39362198,75.02977765,60.9376732,37.42325624,37.46740034,68.96285033,57.31131062,90.02887902,23.62608228,49.87619385,38.43847231,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.59,6.43,No,Active
13/03/2023 12:28:32,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,41.92453096,70.32366831,54.78813923,74.91514223,22.91686923,34.78977619,45.86972778,46.42384381,60.34217521,35.38298732,23.85563918,21.96801113,48.14434877,19.77868352,85.90975059,15.63454198,48.42232991,21.07537778,53.78002631,33.4425906,77.83977408,49.77373161,36.22155684,64.42741419,42.40023804,57.05007982,90.51350814,42.65520656,71.50853862,29.46900856,90.14675515,79.17207059,23.74219295,5.467348417,54.93981607,52.5317321,65.72397367,35.93063204,96.95231586,51.5659977,50.05693614,45.00776845,82.09616538,23.62767003,53.35439116,69.94171333,36.7310333,67.75460373,56.32986729,41.92047434,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.93,,No,Active
13/03/2023 13:12:45,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,66.8190866,78.03957318,43.01262276,35.74870104,47.86079277,-8.128789047,0.398805374,46.94178249,34.5596308,79.35326761,20.78485135,41.57684354,38.93874728,50.97001534,40.02798915,56.64310286,54.697088,51.94303801,46.33857637,33.08473146,29.30163112,54.47245868,72.1425605,18.67315971,59.01534954,44.80266542,48.24337794,47.39504768,56.42233483,40.87302528,58.72108566,63.95215505,38.43275786,53.21401654,45.98470454,9.512311189,99.91856811,62.01831878,51.91454194,29.54087801,54.98988335,59.50838138,56.9415034,50.44655458,47.59926306,61.01543188,60.99138349,23.48920585,69.60940108,75.432763,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",ðŸŒ‘ Evening Shift (6pm to 9pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",ðŸŒ‘ Evening Shift (6pm to 9pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.87,,No,Active
13/03/2023 20:38:17,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,-5.870865243,55.30404641,63.65667349,28.65858295,49.78220015,55.83064804,75.44209651,42.03667986,52.79126039,35.41955309,28.0001479,30.89118168,81.95015908,35.89512838,91.88977718,5.417746567,62.3641271,32.49817939,59.92373706,42.82448273,92.31889419,63.49741124,41.86993541,56.24047441,34.18989687,84.24869326,26.53537628,57.0551912,41.57045151,83.12758783,45.61077196,14.18672905,35.28469924,78.29855242,48.29323018,33.69270554,38.89832591,52.52560337,56.03007923,50.70100984,46.62991793,81.36969108,39.67365743,99.550238,54.20616524,37.1556372,79.55065545,58.19440892,76.41565081,35.1290766,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",â˜€ï¸ Morning Shift (7am to 12nn),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,5.22,5.23,No,Inactive
13/03/2023 22:56:16,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,58.55637047,27.60517571,37.21103845,84.15188006,60.48782546,42.60882839,46.22169741,59.98872518,14.7990168,98.85161817,38.91266214,46.87922285,70.04812389,49.00281751,49.28400205,44.53434412,45.88896358,11.93145546,62.91219945,52.49467951,67.63041239,47.24592097,70.81547873,45.2630255,51.37545837,47.98069534,49.78545452,55.00633395,54.86571707,31.85387429,13.35757451,60.36419155,58.04726791,40.69558395,81.57744721,60.23857267,82.44698794,29.54806329,76.13669245,43.64954054,48.14731255,49.56637347,38.35301251,71.88309075,41.67052965,47.31833972,25.12015167,24.06330135,78.00929874,65.99384022,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),ðŸŒ‘ Evening Shift (6pm to 9pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,Yes,redacted,8.15,,No,Active
15/03/2023 09:31:29,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,77.26200699,33.24271777,68.37814724,48.36253021,93.61157059,36.42123758,26.82588939,55.51373923,60.70288742,37.98825872,67.80313628,31.85377333,14.68337575,36.89900202,56.86137308,15.46710693,25.35598516,17.02401988,63.58620001,56.16885105,24.11825363,35.84196293,67.04454963,55.68962669,34.1329343,19.3252402,19.77883272,44.84002658,54.04036338,26.34072544,67.10574803,54.83648626,62.57962408,61.94808022,79.77446301,34.53357602,41.27933391,53.17515328,58.80143142,42.28544057,44.20728798,62.05806592,48.819494,25.93176927,31.68037493,79.51572084,59.15290244,63.04785909,7.70821726,55.64418673,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"ðŸŒ‘ Evening Shift (6pm to 9pm), Not available for the whole day","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm), Not available for the whole day","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm), Not available for the whole day","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm), Not available for the whole day","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ‘ Evening Shift (6pm to 9pm), Not available for the whole day",ðŸŒ‘ Evening Shift (6pm to 9pm),"ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.23,5.7,No,Active
17/03/2023 10:26:21,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,62.49349296,66.57765262,17.59622866,3.979059708,30.03952902,49.72588274,45.58800661,49.66148276,63.82023147,37.82544944,55.75111505,71.01430167,83.14776594,50.0042279,65.05454887,64.33941903,49.18652218,72.29494567,68.42041294,43.17048803,14.69103036,25.01320129,83.46455853,27.33204424,61.05140308,62.30838234,64.57160613,37.97930464,66.0317424,52.27380956,63.45258817,8.970494473,20.53333804,33.10494194,79.26785262,51.16554215,53.74583356,43.54479369,12.29214427,68.68755764,43.5949523,18.66694006,59.89696457,58.68916881,68.26529407,27.97593972,30.02711838,78.4257311,47.49879196,65.06725639,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm), ðŸŒ‘ Evening Shift (6pm to 9pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.95,,No,Active
19/03/2023 00:47:24,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,54.92221666,50.27016088,29.95744487,83.00679696,54.11412609,48.69509394,53.60772708,18.0367961,38.3357415,38.45347007,79.52010584,43.22237701,34.64140828,50.97644423,52.18555977,65.58929996,40.42778454,58.65561858,45.62640366,57.70694551,32.85459052,42.48397454,9.321450763,30.9551363,25.73136813,3.537290183,74.44937268,56.53074302,39.47102164,62.58834019,32.68268647,53.81574467,80.97481052,32.022071,73.81789303,76.57861383,71.74031206,75.33727975,69.0687599,63.4554285,58.35578787,83.81361127,47.70880686,56.2639771,46.38517883,62.85491946,62.00933304,49.13804411,15.67705883,57.41834779,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.93,,Yes,Active
20/03/2023 11:17:34,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,28.26563351,33.83264298,28.56791066,67.51438997,29.62240009,55.81908684,21.75467029,52.02968112,50.62249714,38.21914799,41.75521595,41.63557469,92.78413289,32.715545,48.89529349,58.80703734,51.63014196,44.55199278,38.80989193,34.79276418,60.4437213,46.94788456,64.86615479,48.1810549,52.81910472,44.37015335,66.76061319,54.46987434,57.6569385,62.34938916,56.87585065,59.78876636,74.85276063,81.8013299,30.84367638,67.22696566,49.64884782,6.158996738,30.43009641,58.05123792,27.73157778,24.30220936,2.679451687,42.57522472,35.75256124,15.03294691,84.73534463,43.38304609,46.52108482,24.22059772,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)","â˜€ï¸ Morning Shift (7am to 12nn), ðŸŒ¤ï¸ Afternoon Shift (1pm to 6pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.68,,No,Active
